ID;LoaiDuLieu;MaDuLieu;DuLieu1;DuLieu2;UpdateDate;MaGiaoXuRieng
1;1;Maria;Maria;;2018/09/13 12:01:30;1221
2;1;Basiliô;Basiliô;;2018/09/13 12:01:30;1221
3;1;Grêgoriô Nazianzênô;Grêgoriô Nazianzênô;;2018/09/13 12:01:30;1221
4;1;Thánh Danh;Thánh Danh;;2018/09/13 12:01:30;1221
5;1;Elisabeth Ann Senton;Elisabeth Ann Senton;;2018/09/13 12:01:30;1221
6;1;Gioan Neumann;Gioan Neumann;;2018/09/13 12:01:30;1221
7;1;Anrê Besset;Anrê Besset;;2018/09/13 12:01:30;1221
8;1;Raymunđô;Raymunđô;;2018/09/13 12:01:30;1221
9;1;Giuse Tuấn;Giuse Tuấn;;2018/09/13 12:01:30;1221
10;1;Hilariô;Hilariô;;2018/09/13 12:01:30;1221
11;1;Đaminh Khảm;Đaminh Khảm;;2018/09/13 12:01:30;1221
12;1;Giuse Tả;Giuse Tả;;2018/09/13 12:01:30;1221
13;1;Luca Thìn;Luca Thìn;;2018/09/13 12:01:30;1221
14;1;Antôn;Antôn;;2018/09/13 12:01:30;1221
15;1;Phabianô;Phabianô;;2018/09/13 12:01:30;1221
16;1;Sêbastianô;Sêbastianô;;2018/09/13 12:01:30;1221
17;1;Anê;Anê;;2018/09/13 12:01:30;1221
18;1;Vinhsơn;Vinhsơn;;2018/09/13 12:01:30;1221
19;1;Matthêu Đậu;Matthêu Đậu;;2018/09/13 12:01:30;1221
20;1;Phanxicô Tế;Phanxicô Tế;;2018/09/13 12:01:30;1221
21;1;Phanxicô Salêsiô;Phanxicô Salêsiô;;2018/09/13 12:01:30;1221
22;1;Phaolô;Phaolô;;2018/09/13 12:01:30;1221
23;1;Timôthêô;Timôthêô;;2018/09/13 12:01:30;1221
24;1;Titô;Titô;;2018/09/13 12:01:30;1221
25;1;Angiêla Mêrisi;Angiêla Mêrisi;;2018/09/13 12:01:30;1221
26;1;Tôma Aquinô;Tôma Aquinô;;2018/09/13 12:01:30;1221
27;1;Tôma Khuông;Tôma Khuông;;2018/09/13 12:01:30;1221
28;1;Gioan Boscô;Gioan Boscô;;2018/09/13 12:01:30;1221
29;1;Maria;Maria;;2018/09/13 12:01:30;1221
30;1;Gioan Ven;Gioan Ven;;2018/09/13 12:01:30;1221
31;1;Blasiô;Blasiô;;2018/09/13 12:01:30;1221
32;1;Ansgariô;Ansgariô;;2018/09/13 12:01:30;1221
33;1;Agatha;Agatha;;2018/09/13 12:01:30;1221
34;1;Phaolô Miki;Phaolô Miki;;2018/09/13 12:01:30;1221
35;1;Giêrônimô Emilianô;Giêrônimô Emilianô;;2018/09/13 12:01:30;1221
36;1;Giôsêphina Bakhita;Giôsêphina Bakhita;;2018/09/13 12:01:30;1221
37;1;Scholastica;Scholastica;;2018/09/13 12:01:30;1221
38;1;Maria;Maria;;2018/09/13 12:01:30;1221
39;1;Lorensô Hưởng;Lorensô Hưởng;;2018/09/13 12:01:30;1221
40;1;Phaolô Lộc;Phaolô Lộc;;2018/09/13 12:01:30;1221
41;1;Cyrillô;Cyrillô;;2018/09/13 12:01:30;1221
42;1;Mêthôđiô;Mêthôđiô;;2018/09/13 12:01:30;1221
